,date,open,close,high,low,volume,dopen,dclose,dhigh,dlow,dvolume,price
0,2012-01-03,0.4009676480462383,0.40417296258952945,0.40520107364287217,0.4007861759713439,0.09347261946228938,0.4009676480462383,0.40417296258952945,0.40520107364287217,0.4007861759713439,0.09347261946228938,45.32218551635742
1,2012-01-04,0.40296337946129235,0.4039915366555135,0.40447532376592993,0.40120951853100734,0.08562928887944223,0.0019957314150540473,-0.000181425934015933,-0.0007257498769422388,0.00042334255966341994,-0.007843330582847155,45.30182647705078
2,2012-01-05,0.4018143331655651,0.4022981202759815,0.40308436084455523,0.4006652407289594,0.08150679230003952,-0.001149046295727263,-0.00169341637953202,-0.0013909629213746943,-0.00054427780204791,-0.00412249657940271,45.1119499206543
3,2012-01-06,0.4022376757252285,0.4013304999142702,0.40296337946129235,0.3987299538646585,0.06805796548611275,0.00042334255966341994,-0.0009676203617112744,-0.00012098138326288588,-0.0019352868643009447,-0.01344882681392677,45.00342559814453
4,2012-01-09,0.4006652407289594,0.4030238701529238,0.4036891293382346,0.4004838147949435,0.06332933825888568,-0.0015724349962690787,0.0016933702386535687,0.0007257498769422388,0.0017538609302850117,-0.00472862722722707,45.19332504272461
5,2012-01-10,0.40429389783191394,0.4011490739802543,0.4044148792151769,0.39957663898398527,0.08339468722446311,0.0036286571029545134,-0.0018747961726695017,0.0007257498769422943,-0.0009071758109582273,0.020065348965577434,44.98308181762695
6,2012-01-11,0.3997580649180012,0.3972180095600209,0.40102809259699135,0.39594798188103075,0.11861411055984651,-0.004535832913912741,-0.003931064420233388,-0.0033867866181855333,-0.0036286571029545134,0.0352194233353834,44.54227828979492
7,2012-01-12,0.39915329642432185,0.3980042039877162,0.39915329642432185,0.3964922596830786,0.24049728574695906,-0.0006047684936793529,0.0007861944276952859,-0.0018747961726695017,0.0005442778020478545,0.12188317518711254,44.63043212890625
8,2012-01-13,0.3964922596830786,0.3980042039877162,0.39812518537097913,0.3953432133873514,0.27105435213927753,-0.002661036741243239,0.0,-0.0010281110533427174,-0.0011490462957272074,0.030557066392318477,44.63043212890625
9,2012-01-17,0.3989113797986744,0.4007257314205909,0.4022376757252285,0.39885088910704297,0.28875094253315736,0.0024191201155958075,0.0027215274328747374,0.004112490354249376,0.003507675719691572,0.01769659039387983,44.93561553955078
10,2012-01-18,0.3985485279306425,0.39933472235833783,0.39993949085201713,0.39806469467934763,0.08394343750429342,-0.0003628518680319215,-0.0013910090622530902,-0.002298184873211373,-0.0007861944276953414,-0.20480750502886394,45.13729476928711
11,2012-01-19,0.3989113797986744,0.3996371296756167,0.4006652407289594,0.3956455745637518,0.07553680950606817,0.0003628518680319215,0.0003024073172788744,0.0007257498769422943,-0.0024191201155958075,-0.008406627998225252,45.17146682739258
12,2012-01-20,0.39691560224274197,0.40054430548657494,0.4006652407289594,0.3958270004977678,0.0985172428005822,-0.001995777555932443,0.0009071758109582273,0.0,0.0001814259340159885,0.022980433294514033,45.27399063110352
13,2012-01-23,0.398609018622274,0.3931055192057715,0.3987904445562899,0.3917750008351499,0.11983687812005751,0.00169341637953202,-0.007438786280803411,-0.0018747961726695017,-0.004051999662617933,0.02131963531947531,44.43318939208984
14,2012-01-24,0.39092831571582315,0.39008163059649636,0.39159357490113395,0.38729965861286864,0.07873556297818657,-0.0076807029064508425,-0.0030238886092751605,-0.00719686965515598,-0.004475342222281242,-0.041101315141870945,44.09138107299805
15,2012-01-25,0.38935588071955407,0.39298458396338704,0.39401269501672975,0.38814634373219536,0.0881968583036262,-0.0015724349962690787,0.0029029533668906704,0.0024191201155958075,0.0008466851193267289,0.009461295325439628,44.41950225830078
16,2012-01-26,0.3937102876994509,0.3918959822184128,0.3954036579381044,0.39147263965874946,0.09643215337206643,0.004354406979896808,-0.0010886017449742158,0.0013909629213746388,0.0033262959265540903,0.00823529506844023,44.29646301269531
17,2012-01-27,0.3889325381598907,0.38887209360913766,0.39292409327175554,0.3850014968100965,0.08873671866728843,-0.004777749539560172,-0.0030238886092751605,-0.0024795646663488546,-0.0064711428486529665,-0.007695434704778001,43.95467758178711
18,2012-01-30,0.3858481819294233,0.38227999244766103,0.3858481819294233,0.38119139070268687,0.1009571207016245,-0.0030843562304674332,-0.006592101161476627,-0.007075911342332264,-0.0038101061074096165,0.01222040203433608,43.20955276489258
19,2012-01-31,0.3835500201266512,0.38125188139431826,0.3843362376247857,0.3791956362171936,0.09179727435170286,-0.002298161802772092,-0.0010281110533427729,-0.0015119443046375802,-0.001995754485493273,-0.009159846349921646,43.093353271484375
20,2012-02-01,0.3835500201266512,0.38227999244766103,0.3852434134357439,0.38215903413483726,0.10425851229677449,0.0,0.0010281110533427729,0.0009071758109582273,0.002963397917643662,0.012461237945071632,43.20955276489258
21,2012-02-02,0.38312667756698776,0.38294525163297183,0.38482007087608056,0.38252190907330846,0.10193581965431157,-0.00042334255966341994,0.0006652591853107959,-0.0004233425596633644,0.00036287493847120267,-0.0023226926424629174,43.28476333618164
22,2012-02-03,0.38318716825861926,0.37961897877685696,0.3862110568678944,0.3783489510978668,0.14094962084507542,6.049069163149845e-05,-0.0033262728561148647,0.0013909859918138645,-0.004172957975441649,0.03901380119076385,42.90877914428711
23,2012-02-06,0.3801632796493441,0.38409432099913826,0.38469911256325684,0.3796794463980493,0.07961485650463043,-0.0030238886092751605,0.004475342222281298,-0.0015119443046375802,0.001330495300182477,-0.06133476434044499,43.41463088989258
24,2012-02-07,0.3843967283164172,0.3852434134357439,0.38651344111473407,0.3832476358798115,0.07194043432897701,0.004233448667073092,0.0011490924366056587,0.001814328551477229,0.003568189481762185,-0.0076744221756534226,43.54450988769531
25,2012-02-08,0.38536437174856764,0.3848805384972728,0.3857272236165996,0.38367097843947484,0.06606662426446046,0.0009676434321504446,-0.00036287493847114716,-0.0007862174981344561,0.0004233425596633644,-0.005873810064516552,43.503509521484375
26,2012-02-09,0.3860900985550707,0.38729965861286864,0.38766251048090056,0.38421527931196203,0.07396410251851325,0.0007257268065030686,0.002419120115595863,0.0019352868643009447,0.0005443008724871912,0.007897478254052792,43.77693939208984
27,2012-02-10,0.38463862187162534,0.38633201518071814,0.3869367836743975,0.3843362376247857,0.06704209052035912,-0.001451476683445363,-0.0009676434321505001,-0.0007257268065030686,0.00012095831282366021,-0.0069220119981541345,43.66755676269531
28,2012-02-13,0.38796491779817943,0.3884487510494743,0.38935588071955407,0.3874205938552531,0.05575917055465803,0.0033262959265540903,0.002116735868756159,0.002419097045156582,0.0030843562304674332,-0.011282919965701084,43.90681838989258
29,2012-02-14,0.38766251048090056,0.3899606953541119,0.3899606953541119,0.38760201978926906,0.05655360579040649,-0.0003024073172788744,0.0015119443046375802,0.0006048146345578043,0.000181425934015933,0.0007944352357484585,44.077728271484375
30,2012-02-15,0.3920169174607973,0.39038403791377524,0.3927426673377396,0.38935588071955407,0.09416603292340044,0.004354406979896752,0.0004233425596633644,0.002781971983627729,0.0017538609302850117,0.037612427132993946,44.12557220458984
31,2012-02-16,0.3917750008351499,0.39431505619313023,0.39552463932136733,0.3909888064074546,0.08747111787463117,-0.00024191662564743144,0.003931018279354992,0.002781971983627729,0.0016329256879005216,-0.006694915048769262,44.56989288330078
32,2012-02-17,0.39606891712341524,0.3925612414037236,0.3963713244406941,0.3925007507120922,0.08309323824894513,0.004293916288265365,-0.0017538147894066158,0.0008466851193267844,0.0015119443046375802,-0.004377879625686046,44.371673583984375
33,2012-02-21,0.3930450285141401,0.3895977973452015,0.3935288617654349,0.38917445478553814,0.08112210138222033,-0.0030238886092751605,-0.0029634440585221133,-0.0028424626752592275,-0.003326295926554035,-0.0019711368667248014,44.03669357299805
34,2012-02-22,0.3885091956002273,0.38971877872846444,0.3913516582754865,0.3880858530405639,0.05681060518508401,-0.004535832913912796,0.00012098138326294139,-0.002177203489948376,-0.0010886017449742158,-0.024311496197136316,44.05035781860352
35,2012-02-23,0.38917445478553814,0.40169335178230214,0.4026005275932604,0.3885696862918588,0.1629545878836908,0.0006652591853108514,0.0119745730538377,0.011248869317773913,0.0004838332512948629,0.10614398269860678,45.40388488769531
36,2012-02-24,0.40362863864660314,0.40344721271258716,0.4048986663255933,0.4022981202759815,0.14366993519251114,0.014454183861065006,0.0017538609302850117,0.002298138732332866,0.013728433984122712,-0.019284652691179655,45.60211563110352
37,2012-02-27,0.4026005275932604,0.4033867220209557,0.4054429902685196,0.39993949085201713,0.14468904285505316,-0.0010281110533427174,-6.049069163144294e-05,0.0005443239429263058,-0.0023586294239643646,0.0010191076625420126,45.59527969360352
38,2012-02-28,0.4027214628356449,0.40755970306683653,0.4081644715605159,0.40241910165924444,0.10884570903950921,0.00012093524238449005,0.004172981045880819,0.002721481291996286,0.002479610807227306,-0.03584333381554394,46.06694412231445
39,2012-02-29,0.4076806844500995,0.4089507121290896,0.40985784179916945,0.40707586981554167,0.11914508100734064,0.0049592216144545564,0.0013910090622530902,0.0016933702386535687,0.004656768156297231,0.010299371967831428,46.22417831420898
40,2012-03-01,0.4078621103841154,0.40314485153618673,0.409374054688753,0.4019352684079496,0.09671420616685403,0.000181425934015933,-0.0058058605929028895,-0.00048378711041646705,-0.005140601407592094,-0.022430874840486614,45.56793594360352
